"id","user_id","date","original_bill_number","internal_bill_number","amount","vat_code","client_details","system_details","created_at","updated_at","deleted_at"
1137,1,"2018-02-13","2018-02-13-5","2018-02-13-5","-5,00",0,"Privatzahlung / Bank","2100 Privatentnahmen allgemein [EUR 5,00] <-- 1800 Bank [EUR 5,00]","2019-11-04 19:55:12","2019-11-04 19:55:12",NULL
1136,1,"2018-02-12","2018-02-12-4","2018-02-12-4","-631,66",0,"34/484/00779 Umsatzsteuer 4.Quartal 2017","3841 Umsatzsteuer Vorahr [EUR 631,66] <-- 1800 Bank [EUR 631,66]","2019-11-04 19:54:34","2019-11-04 19:54:34",NULL
1135,1,"2018-02-09","2018-02-09-2","2018-02-09-2","-10,00",9,"Schufa Update Service","5906 Fremdleistungen 19% Vorsteuer [EUR 8,40], 1406 [EUR 1,60] <-- 1800 Bank [EUR 10,00]","2019-11-04 19:52:35","2019-11-04 19:52:35",NULL
1134,1,"2018-02-09","2018-02-09-1","2018-02-09-1","-4,08",0,"Privatzahlung / Bank","2100 Privatentnahmen allgemein [EUR 4,08] <-- 1800 Bank [EUR 4,08]","2019-11-04 19:51:30","2019-11-04 19:51:30",NULL
1133,1,"2018-02-07","2018-02-07-6","2018-02-07-6","-33,00",0,"Strom Wohnung Lehrter Str. 8, 10557 Berlin","2100 Privatentnahmen allgemein [EUR 33,00] <-- 1800 Bank [EUR 33,00]","2019-11-04 19:49:47","2019-11-04 19:49:47",NULL
1132,1,"2018-12-04","2018-12-04-2","2018-12-04-2","-91,57",0,"Taxi Kfz-Versicherung B-E4305 / Zurich","6520 Kfz-Versicherungen [EUR 91,57] <-- 1800 Bank [EUR 91,57]","2019-11-04 19:49:06","2019-11-04 19:49:06",NULL
1130,1,"2018-10-03","2018-10-03-2","2018-10-03-2","-91,57",0,"Taxi Kfz-Versicherung B-E4305 / Zurich","6520 Kfz-Versicherungen [EUR 91,57] <-- 1800 Bank [EUR 91,57]","2019-11-04 19:48:25","2019-11-04 19:48:25",NULL
1129,1,"2018-09-04","2018-09-04-4","2018-09-04-4","-91,57",0,"Taxi Kfz-Versicherung B-E4305 / Zurich","6520 Kfz-Versicherungen [EUR 91,57] <-- 1800 Bank [EUR 91,57]","2019-11-04 19:48:07","2019-11-04 19:48:07",NULL
1128,1,"2018-08-07","2018-08-07-4","2018-08-07-4","-91,57",0,"Taxi Kfz-Versicherung B-E4305 / Zurich","6520 Kfz-Versicherungen [EUR 91,57] <-- 1800 Bank [EUR 91,57]","2019-11-04 19:47:51","2019-11-04 19:47:51",NULL
1127,1,"2018-07-03","2018-07-03-6","2018-07-03-6","-91,57",0,"Taxi Kfz-Versicherung B-E4305 / Zurich","6520 Kfz-Versicherungen [EUR 91,57] <-- 1800 Bank [EUR 91,57]","2019-11-04 19:47:35","2019-11-04 19:47:35",NULL
1126,1,"2018-06-05","2018-06-05-8","2018-06-05-8","-91,57",0,"Taxi Kfz-Versicherung B-E4305 / Zurich","6520 Kfz-Versicherungen [EUR 91,57] <-- 1800 Bank [EUR 91,57]","2019-11-04 19:47:09","2019-11-04 19:47:09",NULL
1125,1,"2018-05-02","2018-05-02-5","2018-05-02-5","-91,57",0,"Taxi Kfz-Versicherung B-E4305 / Zurich","6520 Kfz-Versicherungen [EUR 91,57] <-- 1800 Bank [EUR 91,57]","2019-11-04 19:46:51","2019-11-04 19:46:51",NULL
1124,1,"2018-04-04","2018-04-04-8","2018-04-04-8","-91,57",0,"Taxi Kfz-Versicherung B-E4305 / Zurich","6520 Kfz-Versicherungen [EUR 91,57] <-- 1800 Bank [EUR 91,57]","2019-11-04 19:46:33","2019-11-04 19:46:33",NULL
1123,1,"2018-03-20","2018-03-20-7","2018-03-20-7","-21,62",0,"Taxi Kfz-Versicherung B-E4305 / Zurich","6520 Kfz-Versicherungen [EUR 21,62] <-- 1800 Bank [EUR 21,62]","2019-11-04 19:45:57","2019-11-04 19:45:57",NULL
1121,1,"2018-12-04","2018-12-04-1","2018-12-04-1","-47,00",0,"Zurich Kfz-Versicherung B-IQ975 / Privatfahrzeug","2100 Privatentnahmen allgemein [EUR 47,00] <-- 1800 Bank [EUR 47,00]","2019-11-04 19:38:20","2019-11-04 19:38:20",NULL
1119,1,"2018-10-03","2018-10-03-1","2018-10-03-1","-47,00",0,"Zurich Kfz-Versicherung B-IQ975 / Privatfahrzeug","2100 Privatentnahmen allgemein [EUR 47,00] <-- 1800 Bank [EUR 47,00]","2019-11-04 19:37:27","2019-11-04 19:37:27",NULL
1118,1,"2018-09-04","2018-09-04-3","2018-09-04-3","-47,00",0,"Zurich Kfz-Versicherung B-IQ975 / Privatfahrzeug","2100 Privatentnahmen allgemein [EUR 47,00] <-- 1800 Bank [EUR 47,00]","2019-11-04 19:36:59","2019-11-04 19:36:59",NULL
1117,1,"2018-08-07","2018-08-07-3","2018-08-07-3","-47,00",0,"Zurich Kfz-Versicherung B-IQ975 / Privatfahrzeug","2100 Privatentnahmen allgemein [EUR 47,00] <-- 1800 Bank [EUR 47,00]","2019-11-04 19:36:29","2019-11-04 19:36:29",NULL
1116,1,"2018-07-03","2018-07-03-5","2018-07-03-5","-47,00",0,"Zurich Kfz-Versicherung B-IQ975 / Privatfahrzeug","2100 Privatentnahmen allgemein [EUR 47,00] <-- 1800 Bank [EUR 47,00]","2019-11-04 19:35:53","2019-11-04 19:35:53",NULL
1115,1,"2018-06-05","2018-06-05-7","2018-06-05-7","-47,00",0,"Zurich Kfz-Versicherung B-IQ975 / Privatfahrzeug","2100 Privatentnahmen allgemein [EUR 47,00] <-- 1800 Bank [EUR 47,00]","2019-11-04 19:35:21","2019-11-04 19:35:21",NULL
1114,1,"2018-05-02","2018-05-02-4","2018-05-02-4","-47,00",0,"Zurich Kfz-Versicherung B-IQ975 / Privatfahrzeug","2100 Privatentnahmen allgemein [EUR 47,00] <-- 1800 Bank [EUR 47,00]","2019-11-04 19:34:47","2019-11-04 19:34:47",NULL
1113,1,"2018-04-04","2018-04-04-7","2018-04-04-7","-47,00",0,"Zurich Kfz-Versicherung B-IQ975 / Privatfahrzeug","2100 Privatentnahmen allgemein [EUR 47,00] <-- 1800 Bank [EUR 47,00]","2019-11-04 19:34:25","2019-11-04 19:34:25",NULL
1112,1,"2018-03-06","2018-03-06-7","2018-03-06-7","-47,00",0,"Zurich Kfz-Versicherung B-IQ975 / Privatfahrzeug","2100 Privatentnahmen allgemein [EUR 47,00] <-- 1800 Bank [EUR 47,00]","2019-11-04 19:34:02","2019-11-04 19:34:02",NULL
1111,1,"2018-02-06","2018-02-06-6","2018-02-06-6","-47,00",0,"Zurich Kfz-Versicherung B-IQ975 / Privatfahrzeug","2100 Privatentnahmen allgemein [EUR 47,00] <-- 1800 Bank [EUR 47,00]","2019-11-04 19:29:53","2019-11-04 19:29:53",NULL
1110,1,"2018-12-05","2018-12-05-1","2018-12-05-1","-25,00",0,"DEGEWO Abstellplatz Taxi B-E4305","6550 Garagenmiete [EUR 25,00] <-- 1800 Bank [EUR 25,00]","2019-11-04 19:26:41","2019-11-04 19:26:41",NULL
1109,1,"2018-11-05","2018-11-05-2","2018-11-05-2","-25,00",0,"DEGEWO Abstellplatz Taxi B-E4305","6550 Garagenmiete [EUR 25,00] <-- 1800 Bank [EUR 25,00]","2019-11-04 19:26:33","2019-11-04 19:26:33",NULL
1108,1,"2018-10-05","2018-10-05-3","2018-10-05-3","-25,00",0,"DEGEWO Abstellplatz Taxi B-E4305","6550 Garagenmiete [EUR 25,00] <-- 1800 Bank [EUR 25,00]","2019-11-04 19:26:26","2019-11-04 19:26:26",NULL
1107,1,"2018-09-05","2018-09-05-3","2018-09-05-3","-25,00",0,"DEGEWO Abstellplatz Taxi B-E4305","6550 Garagenmiete [EUR 25,00] <-- 1800 Bank [EUR 25,00]","2019-11-04 19:26:19","2019-11-04 19:26:19",NULL
1106,1,"2018-08-05","2018-08-05-1","2018-08-05-1","-25,00",0,"DEGEWO Abstellplatz Taxi B-E4305","6550 Garagenmiete [EUR 25,00] <-- 1800 Bank [EUR 25,00]","2019-11-04 19:26:12","2019-11-04 19:26:12",NULL
1105,1,"2018-07-05","2018-07-05-4","2018-07-05-4","-25,00",0,"DEGEWO Abstellplatz Taxi B-E4305","6550 Garagenmiete [EUR 25,00] <-- 1800 Bank [EUR 25,00]","2019-11-04 19:26:07","2019-11-04 19:26:07",NULL
1104,1,"2018-06-05","2018-06-05-6","2018-06-05-6","-25,00",0,"DEGEWO Abstellplatz Taxi B-E4305","6550 Garagenmiete [EUR 25,00] <-- 1800 Bank [EUR 25,00]","2019-11-04 19:26:00","2019-11-04 19:26:00",NULL
1103,1,"2018-05-05","2018-05-05-2","2018-05-05-2","-25,00",0,"DEGEWO Abstellplatz Taxi B-E4305","6550 Garagenmiete [EUR 25,00] <-- 1800 Bank [EUR 25,00]","2019-11-04 19:25:54","2019-11-04 19:25:54",NULL
1102,1,"2018-04-05","2018-04-05-6","2018-04-05-6","-25,00",0,"DEGEWO Abstellplatz Taxi B-E4305","6550 Garagenmiete [EUR 25,00] <-- 1800 Bank [EUR 25,00]","2019-11-04 19:25:48","2019-11-04 19:25:48",NULL
1101,1,"2018-03-05","2018-03-05-6","2018-03-05-6","-25,00",0,"DEGEWO Abstellplatz Taxi B-E4305","6550 Garagenmiete [EUR 25,00] <-- 1800 Bank [EUR 25,00]","2019-11-04 19:25:42","2019-11-04 19:25:42",NULL
1100,1,"2018-02-05","2018-02-05-5","2018-02-05-5","-25,00",0,"DEGEWO Abstellplatz Taxi B-E4305","6550 Garagenmiete [EUR 25,00] <-- 1800 Bank [EUR 25,00]","2019-11-04 19:24:29","2019-11-04 19:24:29",NULL
1099,1,"2018-02-26","2018-02-26-5","2018-02-26-5","-94,01",9,"Coworkingspace / Bürobedarf","5906 Fremdleistungen 19% Vorsteuer [EUR 79,00], 1406 [EUR 15,01] <-- 1800 Bank [EUR 94,01]","2019-11-04 19:19:24","2019-11-04 19:19:24",NULL
1098,1,"2018-11-15","2018-11-15-4","2018-11-15-4","-23,80",9,"Steuerberater / Rieseberg","5906 Fremdleistungen 19% Vorsteuer [EUR 20,00], 1406 [EUR 3,80] <-- 1800 Bank [EUR 23,80]","2019-11-04 19:15:58","2019-11-04 19:15:58",NULL
1097,1,"2018-11-05","2018-11-05-1","2018-11-05-1","-304,88",9,"Steuerberater / Rieseberg","5906 Fremdleistungen 19% Vorsteuer [EUR 256,20], 1406 [EUR 48,68] <-- 1800 Bank [EUR 304,88]","2019-11-04 19:15:28","2019-11-04 19:15:28",NULL
1096,1,"2018-07-10","2018-07-10-3","2018-07-10-3","-304,88",9,"Steuerberater / Rieseberg","5906 Fremdleistungen 19% Vorsteuer [EUR 256,20], 1406 [EUR 48,68] <-- 1800 Bank [EUR 304,88]","2019-11-04 19:15:08","2019-11-04 19:15:08",NULL
1095,1,"2018-04-16","2018-04-16-4","2018-04-16-4","-304,88",9,"Steuerberater / Rieseberg","5906 Fremdleistungen 19% Vorsteuer [EUR 256,20], 1406 [EUR 48,68] <-- 1800 Bank [EUR 304,88]","2019-11-04 19:14:44","2019-11-04 19:14:44",NULL
1094,1,"2018-02-05","2018-02-05-4","2018-02-05-4","-203,25",9,"Steuerberater / Rieseberg","5906 Fremdleistungen 19% Vorsteuer [EUR 170,80], 1406 [EUR 32,45] <-- 1800 Bank [EUR 203,25]","2019-11-04 19:14:03","2019-11-04 19:14:03",NULL
1093,1,"2018-02-05","2018-02-05-3","2018-02-05-3","-3,02",9,"Festnetz und Internet, Lehrter Str. 8 / Telekom","5906 Fremdleistungen 19% Vorsteuer [EUR 2,54], 1406 [EUR 0,48] <-- 1800 Bank [EUR 3,02]","2019-11-04 19:11:06","2019-11-05 19:16:25",NULL
1092,1,"2018-03-05","2018-03-05-5","2018-03-05-5","-40,22",9,"Festnetz und Internet, Lehrter Str. 8 / Telekom","5906 Fremdleistungen 19% Vorsteuer [EUR 33,80], 1406 [EUR 6,42] <-- 1800 Bank [EUR 40,22]","2019-11-04 19:10:13","2019-11-05 19:16:21",NULL
1091,1,"2018-12-12","2018-12-12-4","2018-12-12-4","-48,09",9,"Vodafone Mobilfunk","5906 Fremdleistungen 19% Vorsteuer [EUR 40,41], 1406 [EUR 7,68] <-- 1800 Bank [EUR 48,09]","2019-11-04 19:04:45","2019-11-04 19:04:45",NULL
1090,1,"2018-12-12","2018-12-12-3","2018-12-12-3","-3,90",9,"Vodafone Mobilfunk","5906 Fremdleistungen 19% Vorsteuer [EUR 3,28], 1406 [EUR 0,62] <-- 1800 Bank [EUR 3,90]","2019-11-04 19:04:29","2019-11-04 19:04:29",NULL
1089,1,"2018-11-13","2018-11-13-6","2018-11-13-6","-48,09",9,"Vodafone Mobilfunk","5906 Fremdleistungen 19% Vorsteuer [EUR 40,41], 1406 [EUR 7,68] <-- 1800 Bank [EUR 48,09]","2019-11-04 19:04:13","2019-11-04 19:04:13",NULL
1088,1,"2018-11-13","2018-11-13-5","2018-11-13-5","-3,90",9,"Vodafone Mobilfunk","5906 Fremdleistungen 19% Vorsteuer [EUR 3,28], 1406 [EUR 0,62] <-- 1800 Bank [EUR 3,90]","2019-11-04 19:03:58","2019-11-04 19:03:58",NULL
1087,1,"2018-10-12","2018-10-12-2","2018-10-12-2","-48,40",9,"Vodafone Mobilfunk","5906 Fremdleistungen 19% Vorsteuer [EUR 40,67], 1406 [EUR 7,73] <-- 1800 Bank [EUR 48,40]","2019-11-04 19:03:36","2019-11-04 19:03:36",NULL
1086,1,"2018-10-12","2018-10-12-1","2018-10-12-1","-3,90",9,"Vodafone Mobilfunk","5906 Fremdleistungen 19% Vorsteuer [EUR 3,28], 1406 [EUR 0,62] <-- 1800 Bank [EUR 3,90]","2019-11-04 19:03:20","2019-11-04 19:03:20",NULL
1085,1,"2018-09-12","2018-09-12-4","2018-09-12-4","-48,09",9,"Vodafone Mobilfunk","5906 Fremdleistungen 19% Vorsteuer [EUR 40,41], 1406 [EUR 7,68] <-- 1800 Bank [EUR 48,09]","2019-11-04 19:03:04","2019-11-04 19:03:04",NULL
1084,1,"2018-09-12","2018-09-12-3","2018-09-12-3","-3,90",9,"Vodafone Mobilfunk","5906 Fremdleistungen 19% Vorsteuer [EUR 3,28], 1406 [EUR 0,62] <-- 1800 Bank [EUR 3,90]","2019-11-04 19:02:33","2019-11-04 19:02:33",NULL
1083,1,"2018-08-13","2018-08-13-4","2018-08-13-4","-48,09",9,"Vodafone Mobilfunk","5906 Fremdleistungen 19% Vorsteuer [EUR 40,41], 1406 [EUR 7,68] <-- 1800 Bank [EUR 48,09]","2019-11-04 19:01:27","2019-11-04 19:01:27",NULL
1082,1,"2018-08-13","2018-08-13-3","2018-08-13-3","-3,90",9,"Vodafone Mobilfunk","5906 Fremdleistungen 19% Vorsteuer [EUR 3,28], 1406 [EUR 0,62] <-- 1800 Bank [EUR 3,90]","2019-11-04 19:01:16","2019-11-04 19:01:16",NULL
1081,1,"2018-07-11","2018-07-11-2","2018-07-11-2","-48,09",9,"Vodafone Mobilfunk","5906 Fremdleistungen 19% Vorsteuer [EUR 40,41], 1406 [EUR 7,68] <-- 1800 Bank [EUR 48,09]","2019-11-04 19:00:58","2019-11-04 19:00:58",NULL
1080,1,"2018-07-11","2018-07-11-1","2018-07-11-1","-3,90",9,"Vodafone Mobilfunk","5906 Fremdleistungen 19% Vorsteuer [EUR 3,28], 1406 [EUR 0,62] <-- 1800 Bank [EUR 3,90]","2019-11-04 19:00:46","2019-11-04 19:00:46",NULL
1079,1,"2018-06-14","2018-06-14-6","2018-06-14-6","-48,09",9,"Vodafone Mobilfunk","5906 Fremdleistungen 19% Vorsteuer [EUR 40,41], 1406 [EUR 7,68] <-- 1800 Bank [EUR 48,09]","2019-11-04 19:00:34","2019-11-04 19:00:34",NULL
1078,1,"2018-06-14","2018-06-14-5","2018-06-14-5","-3,90",9,"Vodafone Mobilfunk","5906 Fremdleistungen 19% Vorsteuer [EUR 3,28], 1406 [EUR 0,62] <-- 1800 Bank [EUR 3,90]","2019-11-04 19:00:22","2019-11-04 19:00:22",NULL
1077,1,"2018-05-14","2018-05-14-3","2018-05-14-3","-52,92",9,"Vodafone Mobilfunk","5906 Fremdleistungen 19% Vorsteuer [EUR 44,47], 1406 [EUR 8,45] <-- 1800 Bank [EUR 52,92]","2019-11-04 19:00:06","2019-11-04 19:00:06",NULL
1076,1,"2018-05-14","2018-05-14-2","2018-05-14-2","-3,90",9,"Vodafone Mobilfunk","5906 Fremdleistungen 19% Vorsteuer [EUR 3,28], 1406 [EUR 0,62] <-- 1800 Bank [EUR 3,90]","2019-11-04 18:59:54","2019-11-04 18:59:54",NULL
1075,1,"2018-04-11","2018-04-11-2","2018-04-11-2","-40,09",9,"Vodafone Mobilfunk","5906 Fremdleistungen 19% Vorsteuer [EUR 33,69], 1406 [EUR 6,40] <-- 1800 Bank [EUR 40,09]","2019-11-04 18:59:32","2019-11-04 18:59:32",NULL
1074,1,"2018-04-11","2018-04-11-1","2018-04-11-1","-3,90",9,"Vodafone Mobilfunk","5906 Fremdleistungen 19% Vorsteuer [EUR 3,28], 1406 [EUR 0,62] <-- 1800 Bank [EUR 3,90]","2019-11-04 18:59:17","2019-11-04 18:59:17",NULL
1073,1,"2018-03-13","2018-03-13-14","2018-03-13-14","-40,85",9,"Vodafone Mobilfunk","5906 Fremdleistungen 19% Vorsteuer [EUR 34,33], 1406 [EUR 6,52] <-- 1800 Bank [EUR 40,85]","2019-11-04 18:59:01","2019-11-04 18:59:01",NULL
1072,1,"2018-03-13","2018-03-13-13","2018-03-13-13","-3,90",9,"Vodafone Mobilfunk","5906 Fremdleistungen 19% Vorsteuer [EUR 3,28], 1406 [EUR 0,62] <-- 1800 Bank [EUR 3,90]","2019-11-04 18:58:50","2019-11-04 18:58:50",NULL
1071,1,"2018-02-14","2018-02-14-6","2018-02-14-6","-38,09",9,"Vodafone Mobilfunk","5906 Fremdleistungen 19% Vorsteuer [EUR 32,01], 1406 [EUR 6,08] <-- 1800 Bank [EUR 38,09]","2019-11-04 18:58:36","2019-11-04 18:58:36",NULL
1070,1,"2018-02-14","2018-02-14-5","2018-02-14-5","-3,90",9,"Vodafone Mobilfunk","5906 Fremdleistungen 19% Vorsteuer [EUR 3,28], 1406 [EUR 0,62] <-- 1800 Bank [EUR 3,90]","2019-11-04 18:58:16","2019-11-04 18:58:16",NULL
1069,1,"2018-12-21","2018-12-21-3","2018-12-21-3","-6,49",0,"Entwicklungseditor / JetBrains","6495 Wartungskosten für Hard- und Software [EUR 6,49] <-- 1800 Bank [EUR 6,49]","2019-11-04 18:01:56","2019-11-04 18:01:56",NULL
1068,1,"2018-11-20","2018-11-20-3","2018-11-20-3","-7,03",0,"Entwicklungseditor / JetBrains","6495 Wartungskosten für Hard- und Software [EUR 7,03] <-- 1800 Bank [EUR 7,03]","2019-11-04 18:00:55","2019-11-04 18:00:55",NULL
1067,1,"2018-10-22","2018-10-22-3","2018-10-22-3","-8,06",0,"Entwicklungseditor / JetBrains","6495 Wartungskosten für Hard- und Software [EUR 8,06] <-- 1800 Bank [EUR 8,06]","2019-11-04 18:00:18","2019-11-04 18:00:18",NULL
1066,1,"2018-09-21","2018-09-21-3","2018-09-21-3","-7,91",0,"Entwicklungseditor / JetBrains","6495 Wartungskosten für Hard- und Software [EUR 7,91] <-- 1800 Bank [EUR 7,91]","2019-11-04 17:59:26","2019-11-04 17:59:26",NULL
1065,1,"2018-08-21","2018-08-21-6","2018-08-21-6","-8,08",0,"Entwicklungseditor / JetBrains","6495 Wartungskosten für Hard- und Software [EUR 8,08] <-- 1800 Bank [EUR 8,08]","2019-11-04 17:58:06","2019-11-04 17:58:06",NULL
1064,1,"2018-07-20","2018-07-20-1","2018-07-20-1","-12,51",0,"Entwicklungseditor / JetBrains","6495 Wartungskosten für Hard- und Software [EUR 12,51] <-- 1800 Bank [EUR 12,51]","2019-11-04 17:48:02","2019-11-04 17:48:02",NULL
1062,1,"2018-08-21","2018-08-21-5","2018-08-21-5","29,50",0,"Entwicklungseditor / JetBrains","6495 Wartungskosten für Hard- und Software [EUR 29,50] <-- 2100 Privatentnahmen allgemein [EUR 29,50]","2019-11-04 17:40:39","2019-11-04 17:40:39",NULL
1061,1,"2018-06-01","2018-06-01-4","2018-06-01-4","7,79",0,"Entwicklungseditor / JetBrains","6495 Wartungskosten für Hard- und Software [EUR 7,79] <-- 2100 Privatentnahmen allgemein [EUR 7,79]","2019-11-04 17:38:09","2019-11-04 17:38:09",NULL
1060,1,"2018-05-06","2018-05-06-4","2018-05-06-4","7,65",0,"Entwicklungseditor / JetBrains","6495 Wartungskosten für Hard- und Software [EUR 7,65] <-- 2100 Privatentnahmen allgemein [EUR 7,65]","2019-11-04 17:37:39","2019-11-04 17:37:39",NULL
1059,1,"2018-04-03","2018-04-03-3","2018-04-03-3","7,39",0,"Entwicklungseditor / JetBrains","6495 Wartungskosten für Hard- und Software [EUR 7,39] <-- 2100 Privatentnahmen allgemein [EUR 7,39]","2019-11-04 17:37:01","2019-11-04 17:37:01",NULL
1058,1,"2018-03-03","2018-03-03-5","2018-03-03-5","7,39",0,"Entwicklungseditor / JetBrains","6495 Wartungskosten für Hard- und Software [EUR 7,39] <-- 2100 Privatentnahmen allgemein [EUR 7,39]","2019-11-04 17:36:14","2019-11-04 17:36:14",NULL
1057,1,"2018-02-03","2018-02-03-4","2018-02-03-4","7,30",0,"Entwicklungseditor / JetBrains","6495 Wartungskosten für Hard- und Software [EUR 7,30] <-- 2100 Privatentnahmen allgemein [EUR 7,30]","2019-11-04 17:35:37","2019-11-04 17:35:37",NULL
1056,1,"2018-01-03","2018-01-03-6","2018-01-03-6","7,55",0,"Entwicklungseditor / JetBrains","6495 Wartungskosten für Hard- und Software [EUR 7,55] <-- 2100 Privatentnahmen allgemein [EUR 7,55]","2019-11-04 17:34:49","2019-11-04 17:34:49",NULL
1055,1,"2018-01-08","U2018-3254976-1/1","2018-01-08-3","-444,00",9,"Winterreifen Taxi B-E4305","5400 Wareneingang 19% Vorsteuer [EUR 373,11], 1406 [EUR 70,89] <-- 1800 Bank [EUR 444,00]","2019-11-04 08:30:53","2019-11-04 08:30:53",NULL
1054,1,"2018-01-19","2018-01-19-1","2018-01-19-1","44,99",9,"Taxivermittlung Geräthalterung","5400 Wareneingang 19% Vorsteuer [EUR 37,81], 1406 [EUR 7,18] <-- 2100 Privatentnahmen allgemein [EUR 44,99]","2019-11-04 08:20:18","2019-11-04 08:20:18",NULL
1053,1,"2018-02-23","00067887-0-1/2","2018-02-23-5","-16,00",9,"Abholung Taxi B-E4305","6681 Reisekosten Unternehmer Übernachtungsaufwand und Reisenebenkosten 19% Vorsteuer [EUR 13,45], 1406 [EUR 2,55] <-- 1600 Kasse [EUR 16,00]","2019-11-04 08:18:52","2019-11-04 08:18:52",NULL
1052,1,"2018-02-23","00067887-0-1/1","2018-02-23-4","-90,00",8,"Abholung Taxi B-E4305","6682 Reisekosten Unternehmer Übernachtungsaufwand und Reisenebenkosten 7% Vorsteuer [EUR 84,11], 1401 [EUR 5,89] <-- 1600 Kasse [EUR 90,00]","2019-11-04 08:18:18","2019-11-04 08:18:18",NULL
1051,1,"2018-01-27",21516229,"2018-01-27-4","67,00",0,"Abholung Taxi B-E4305","6673 Reisekosten Unternehmer Fahrtkosten [EUR 67,00] <-- 2100 Privatentnahmen allgemein [EUR 67,00]","2019-11-04 08:08:23","2019-11-04 08:08:23",NULL
1050,1,"2018-12-14","2018-12-14-5","2018-12-14-5","11,89",0,"Photoshop / Adobe","6495 Wartungskosten für Hard- und Software [EUR 11,89] <-- 2100 Privatentnahmen allgemein [EUR 11,89]","2019-11-04 08:03:33","2019-11-04 08:03:33",NULL
1049,1,"2018-09-14","2018-09-14-1","2018-09-14-1","11,89",0,"Photoshop / Adobe","6495 Wartungskosten für Hard- und Software [EUR 11,89] <-- 2100 Privatentnahmen allgemein [EUR 11,89]","2019-11-04 08:03:17","2019-11-04 08:03:17",NULL
1048,1,"2018-10-14","2018-10-14-3","2018-10-14-3","11,89",0,"Photoshop / Adobe","6495 Wartungskosten für Hard- und Software [EUR 11,89] <-- 2100 Privatentnahmen allgemein [EUR 11,89]","2019-11-04 08:03:00","2019-11-04 08:03:00",NULL
1047,1,"2018-11-14","2018-11-14-1","2018-11-14-1","11,89",0,"Photoshop / Adobe","6495 Wartungskosten für Hard- und Software [EUR 11,89] <-- 2100 Privatentnahmen allgemein [EUR 11,89]","2019-11-04 08:02:41","2019-11-04 08:02:41",NULL
1046,1,"2018-04-14","2018-04-14-1","2018-04-14-1","9,99",0,"Photoshop / Adobe","6495 Wartungskosten für Hard- und Software [EUR 9,99] <-- 2100 Privatentnahmen allgemein [EUR 9,99]","2019-11-04 08:02:14","2019-11-04 08:02:14",NULL
1045,1,"2018-03-14","2018-03-14-5","2018-03-14-5","9,99",0,"Photoshop / Adobe","6495 Wartungskosten für Hard- und Software [EUR 9,99] <-- 2100 Privatentnahmen allgemein [EUR 9,99]","2019-11-04 08:01:56","2019-11-04 08:01:56",NULL
1044,1,"2018-02-14","2018-02-14-4","2018-02-14-4","9,99",0,"Photoshop / Adobe","6495 Wartungskosten für Hard- und Software [EUR 9,99] <-- 2100 Privatentnahmen allgemein [EUR 9,99]","2019-11-04 08:01:43","2019-11-04 08:01:43",NULL
1043,1,"2018-01-14","2018-01-14-4","2018-01-14-4","9,99",0,"Photoshop / Adobe","6495 Wartungskosten für Hard- und Software [EUR 9,99] <-- 2100 Privatentnahmen allgemein [EUR 9,99]","2019-11-04 08:01:27","2019-11-04 08:01:27",NULL
1042,1,"2018-07-14","2018-07-14-1","2018-07-14-1","9,99",0,"Photoshop / Adobe","6495 Wartungskosten für Hard- und Software [EUR 9,99] <-- 2100 Privatentnahmen allgemein [EUR 9,99]","2019-11-04 07:59:56","2019-11-04 07:59:56",NULL
1041,1,"2018-08-14","2018-08-14-5","2018-08-14-5","11,89",0,"Photoshop / Adobe","6495 Wartungskosten für Hard- und Software [EUR 11,89] <-- 2100 Privatentnahmen allgemein [EUR 11,89]","2019-11-04 07:59:27","2019-11-04 07:59:27",NULL
1040,1,"2018-05-14","2018-05-14-1","2018-05-14-1","9,99",0,"Photoshop / Adobe","6495 Wartungskosten für Hard- und Software [EUR 9,99] <-- 2100 Privatentnahmen allgemein [EUR 9,99]","2019-11-04 07:58:33","2019-11-04 07:58:33",NULL
1039,1,"2018-06-14","2018-06-14-4","2018-06-14-4","9,99",0,"Photoshop / Adobe","6495 Wartungskosten für Hard- und Software [EUR 9,99] <-- 2100 Privatentnahmen allgemein [EUR 9,99]","2019-11-04 07:58:05","2019-11-04 07:58:05",NULL
1038,1,"2018-12-28","2018-12-28-3","2018-12-28-3","6,24",0,"Datensicherung / GitHub.com","6495 Wartungskosten für Hard- und Software [EUR 6,24] <-- 2100 Privatentnahmen allgemein [EUR 6,24]","2019-11-04 07:55:10","2019-11-04 07:55:10",NULL
1037,1,"2018-11-28","2018-11-28-1","2018-11-28-1","6,32",0,"Datensicherung / GitHub.com","6495 Wartungskosten für Hard- und Software [EUR 6,32] <-- 2100 Privatentnahmen allgemein [EUR 6,32]","2019-11-04 07:54:09","2019-11-04 07:54:09",NULL
1036,1,"2018-10-28","2018-10-28-3","2018-10-28-3","6,29",0,"Datensicherung / GitHub.com","6495 Wartungskosten für Hard- und Software [EUR 6,29] <-- 2100 Privatentnahmen allgemein [EUR 6,29]","2019-11-04 07:52:56","2019-11-04 07:52:56",NULL
1035,1,"2018-09-28","2018-09-28-1","2018-09-28-1","6,16",0,"Datensicherung / GitHub.com","6495 Wartungskosten für Hard- und Software [EUR 6,16] <-- 2100 Privatentnahmen allgemein [EUR 6,16]","2019-11-04 07:52:17","2019-11-04 07:52:17",NULL
