"id","user_id","date","amount","vat_code","direct_account","offset_account","client_details","system_details","internal_bill_number","original_bill_number","created_at","updated_at","deleted_at"
27,1,"2018-03-21",198.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 198,00] <-- 4300 Erlöse 7% USt. [EUR 185,05], 3801 [EUR 12,95]","000090",317,"2019-11-16 20:09:34","2019-11-16 20:09:34",NULL
28,1,"2018-03-22",247.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 247,00] <-- 4300 Erlöse 7% USt. [EUR 230,84], 3801 [EUR 16,16]","000093",318,"2019-11-16 20:09:34","2019-11-16 20:09:34",NULL
29,1,"2018-03-23",231.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 231,00] <-- 4300 Erlöse 7% USt. [EUR 215,89], 3801 [EUR 15,11]","000099",319,"2019-11-16 20:09:34","2019-11-16 20:09:34",NULL
30,1,"2018-03-25",152.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 152,00] <-- 4300 Erlöse 7% USt. [EUR 142,06], 3801 [EUR 9,94]","000103",320,"2019-11-16 20:09:34","2019-11-16 20:09:34",NULL
31,1,"2018-03-26",106.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 106,00] <-- 4300 Erlöse 7% USt. [EUR 99,07], 3801 [EUR 6,93]","000106",321,"2019-11-16 20:09:34","2019-11-16 20:09:34",NULL
32,1,"2018-03-27",48.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 48,00] <-- 4300 Erlöse 7% USt. [EUR 44,86], 3801 [EUR 3,14]","000113",322,"2019-11-16 20:09:34","2019-11-16 20:09:34",NULL
33,1,"2018-03-28",93.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 93,00] <-- 4300 Erlöse 7% USt. [EUR 86,92], 3801 [EUR 6,08]","000118",323,"2019-11-16 20:09:34","2019-11-16 20:09:34",NULL
35,1,"2018-03-29",113.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 113,00] <-- 4300 Erlöse 7% USt. [EUR 105,61], 3801 [EUR 7,39]","000120",325,"2019-11-16 20:09:35","2019-11-16 20:09:35",NULL
36,1,"2018-03-30",208.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 208,00] <-- 4300 Erlöse 7% USt. [EUR 194,39], 3801 [EUR 13,61]","000124",326,"2019-11-16 20:09:35","2019-11-16 20:09:35",NULL
37,1,"2018-03-31",106.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 106,00] <-- 4300 Erlöse 7% USt. [EUR 99,07], 3801 [EUR 6,93]","000194",327,"2019-11-20 18:02:55","2019-11-20 18:02:55",NULL
38,1,"2018-04-01",306.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 306,00] <-- 4300 Erlöse 7% USt. [EUR 285,98], 3801 [EUR 20,02]","000001",328,"2019-11-16 20:09:35","2019-11-16 20:09:35",NULL
39,1,"2018-04-02",104.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 104,00] <-- 4300 Erlöse 7% USt. [EUR 97,20], 3801 [EUR 6,80]","000006",329,"2019-11-16 20:09:35","2019-11-16 20:09:35",NULL
40,1,"2018-04-04",94.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 94,00] <-- 4300 Erlöse 7% USt. [EUR 87,85], 3801 [EUR 6,15]","000010",330,"2019-11-16 20:09:35","2019-11-16 20:09:35",NULL
41,1,"2018-04-05",199.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 199,00] <-- 4300 Erlöse 7% USt. [EUR 185,98], 3801 [EUR 13,02]","000016",331,"2019-11-16 20:09:35","2019-11-16 20:09:35",NULL
42,1,"2018-04-06",169.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 169,00] <-- 4300 Erlöse 7% USt. [EUR 157,94], 3801 [EUR 11,06]","000021",332,"2019-11-16 20:09:35","2019-11-16 20:09:35",NULL
44,1,"2018-04-08",225.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 225,00] <-- 4300 Erlöse 7% USt. [EUR 210,28], 3801 [EUR 14,72]","000029",334,"2019-11-16 20:09:35","2019-11-16 20:09:35",NULL
45,1,"2018-04-09",114.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 114,00] <-- 4300 Erlöse 7% USt. [EUR 106,54], 3801 [EUR 7,46]","000034",335,"2019-11-16 20:09:35","2019-11-16 20:09:35",NULL
46,1,"2018-04-10",128.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 128,00] <-- 4300 Erlöse 7% USt. [EUR 119,63], 3801 [EUR 8,37]","000036",336,"2019-11-16 20:09:35","2019-11-16 20:09:35",NULL
47,1,"2018-04-12",110.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 110,00] <-- 4300 Erlöse 7% USt. [EUR 102,80], 3801 [EUR 7,20]","000041",337,"2019-11-16 20:09:35","2019-11-16 20:09:35",NULL
48,1,"2018-04-13",122.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 122,00] <-- 4300 Erlöse 7% USt. [EUR 114,02], 3801 [EUR 7,98]","000043",338,"2019-11-16 20:09:35","2019-11-16 20:09:35",NULL
49,1,"2018-04-15",235.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 235,00] <-- 4300 Erlöse 7% USt. [EUR 219,63], 3801 [EUR 15,37]","000047",339,"2019-11-16 20:09:35","2019-11-16 20:09:35",NULL
50,1,"2018-04-16",131.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 131,00] <-- 4300 Erlöse 7% USt. [EUR 122,43], 3801 [EUR 8,57]","000049",340,"2019-11-16 20:09:35","2019-11-16 20:09:35",NULL
51,1,"2018-04-17",140.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 140,00] <-- 4300 Erlöse 7% USt. [EUR 130,84], 3801 [EUR 9,16]","000052",341,"2019-11-16 20:09:35","2019-11-16 20:09:35",NULL
52,1,"2018-04-18",90.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 90,00] <-- 4300 Erlöse 7% USt. [EUR 84,11], 3801 [EUR 5,89]","000058",342,"2019-11-16 20:09:35","2019-11-16 20:09:35",NULL
53,1,"2018-04-20",142.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 142,00] <-- 4300 Erlöse 7% USt. [EUR 132,71], 3801 [EUR 9,29]","000061",343,"2019-11-16 20:09:35","2019-11-16 20:09:35",NULL
54,1,"2018-04-21",128.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 128,00] <-- 4300 Erlöse 7% USt. [EUR 119,63], 3801 [EUR 8,37]","000063",344,"2019-11-16 20:09:35","2019-11-16 20:09:35",NULL
55,1,"2018-04-23",74.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 74,00] <-- 4300 Erlöse 7% USt. [EUR 69,16], 3801 [EUR 4,84]","000067",345,"2019-11-16 20:09:35","2019-11-16 20:09:35",NULL
56,1,"2018-04-27",148.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 148,00] <-- 4300 Erlöse 7% USt. [EUR 138,32], 3801 [EUR 9,68]","000070",346,"2019-11-16 20:09:35","2019-11-16 20:09:35",NULL
57,1,"2018-04-28",152.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 152,00] <-- 4300 Erlöse 7% USt. [EUR 142,06], 3801 [EUR 9,94]","000073",347,"2019-11-16 20:09:35","2019-11-16 20:09:35",NULL
58,1,"2018-04-30",101.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 101,00] <-- 4300 Erlöse 7% USt. [EUR 94,39], 3801 [EUR 6,61]","000076",348,"2019-11-16 20:09:35","2019-11-16 20:09:35",NULL
59,1,"2018-05-01",113.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 113,00] <-- 4300 Erlöse 7% USt. [EUR 105,61], 3801 [EUR 7,39]","000001",349,"2019-11-16 20:09:35","2019-11-16 20:09:35",NULL
60,1,"2018-05-02",150.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 150,00] <-- 4300 Erlöse 7% USt. [EUR 140,19], 3801 [EUR 9,81]","000007",350,"2019-11-16 20:09:36","2019-11-16 20:09:36",NULL
61,1,"2018-05-03",89.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 89,00] <-- 4300 Erlöse 7% USt. [EUR 83,18], 3801 [EUR 5,82]","000010",351,"2019-11-16 20:09:36","2019-11-16 20:09:36",NULL
62,1,"2018-05-04",124.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 124,00] <-- 4300 Erlöse 7% USt. [EUR 115,89], 3801 [EUR 8,11]","000013",352,"2019-11-16 20:09:36","2019-11-16 20:09:36",NULL
63,1,"2018-05-06",108.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 108,00] <-- 4300 Erlöse 7% USt. [EUR 100,93], 3801 [EUR 7,07]","000016",353,"2019-11-16 20:09:36","2019-11-16 20:09:36",NULL
64,1,"2018-05-07",30.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 30,00] <-- 4300 Erlöse 7% USt. [EUR 28,04], 3801 [EUR 1,96]","000019",354,"2019-11-16 20:09:36","2019-11-16 20:09:36",NULL
65,1,"2018-05-08",103.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 103,00] <-- 4300 Erlöse 7% USt. [EUR 96,26], 3801 [EUR 6,74]","000022",355,"2019-11-16 20:09:36","2019-11-16 20:09:36",NULL
66,1,"2018-05-10",99.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 99,00] <-- 4300 Erlöse 7% USt. [EUR 92,52], 3801 [EUR 6,48]","000026",356,"2019-11-16 20:09:36","2019-11-16 20:09:36",NULL
67,1,"2018-05-16",99.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 99,00] <-- 4300 Erlöse 7% USt. [EUR 92,52], 3801 [EUR 6,48]","000031",357,"2019-11-16 20:09:36","2019-11-16 20:09:36",NULL
68,1,"2018-05-17",76.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 76,00] <-- 4300 Erlöse 7% USt. [EUR 71,03], 3801 [EUR 4,97]","000033",358,"2019-11-16 20:09:36","2019-11-16 20:09:36",NULL
69,1,"2018-05-18",125.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 125,00] <-- 4300 Erlöse 7% USt. [EUR 116,82], 3801 [EUR 8,18]","000035",359,"2019-11-16 20:09:36","2019-11-16 20:09:36",NULL
70,1,"2018-05-19",152.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 152,00] <-- 4300 Erlöse 7% USt. [EUR 142,06], 3801 [EUR 9,94]","000038",360,"2019-11-16 20:09:36","2019-11-16 20:09:36",NULL
71,1,"2018-05-20",100.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 100,00] <-- 4300 Erlöse 7% USt. [EUR 93,46], 3801 [EUR 6,54]","000041",361,"2019-11-16 20:09:36","2019-11-16 20:09:36",NULL
72,1,"2018-05-21",89.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 89,00] <-- 4300 Erlöse 7% USt. [EUR 83,18], 3801 [EUR 5,82]","000043",362,"2019-11-16 20:09:36","2019-11-16 20:09:36",NULL
73,1,"2018-05-23",64.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 64,00] <-- 4300 Erlöse 7% USt. [EUR 59,81], 3801 [EUR 4,19]","000078",363,"2019-11-20 18:15:24","2019-11-20 18:15:24",NULL
74,1,"2018-05-25",80.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 80,00] <-- 4300 Erlöse 7% USt. [EUR 74,77], 3801 [EUR 5,23]","000051",364,"2019-11-16 20:09:36","2019-11-16 20:09:36",NULL
75,1,"2018-05-26",99.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 99,00] <-- 4300 Erlöse 7% USt. [EUR 92,52], 3801 [EUR 6,48]","000053",365,"2019-11-16 20:09:36","2019-11-16 20:09:36",NULL
76,1,"2018-05-27",85.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 85,00] <-- 4300 Erlöse 7% USt. [EUR 79,44], 3801 [EUR 5,56]","000055",366,"2019-11-16 20:09:36","2019-11-16 20:09:36",NULL
77,1,"2018-05-28",30.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 30,00] <-- 4300 Erlöse 7% USt. [EUR 28,04], 3801 [EUR 1,96]","000060",367,"2019-11-16 20:09:36","2019-11-16 20:09:36",NULL
78,1,"2018-05-29",126.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 126,00] <-- 4300 Erlöse 7% USt. [EUR 117,76], 3801 [EUR 8,24]","000063",368,"2019-11-16 20:09:36","2019-11-16 20:09:36",NULL
79,1,"2018-05-30",158.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 158,00] <-- 4300 Erlöse 7% USt. [EUR 147,66], 3801 [EUR 10,34]","000067",369,"2019-11-16 20:09:36","2019-11-16 20:09:36",NULL
80,1,"2018-06-01",54.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 54,00] <-- 4300 Erlöse 7% USt. [EUR 50,47], 3801 [EUR 3,53]","000001",370,"2019-11-16 20:09:36","2019-11-16 20:09:36",NULL
81,1,"2018-06-02",67.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 67,00] <-- 4300 Erlöse 7% USt. [EUR 62,62], 3801 [EUR 4,38]","000005",371,"2019-11-16 20:09:36","2019-11-16 20:09:36",NULL
82,1,"2018-06-04",79.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 79,00] <-- 4300 Erlöse 7% USt. [EUR 73,83], 3801 [EUR 5,17]","000008",372,"2019-11-16 20:09:36","2019-11-16 20:09:36",NULL
83,1,"2018-06-05",106.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 106,00] <-- 4300 Erlöse 7% USt. [EUR 99,07], 3801 [EUR 6,93]","000013",373,"2019-11-16 20:09:36","2019-11-16 20:09:36",NULL
84,1,"2018-06-06",140.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 140,00] <-- 4300 Erlöse 7% USt. [EUR 130,84], 3801 [EUR 9,16]","000017",374,"2019-11-16 20:09:36","2019-11-16 20:09:36",NULL
85,1,"2018-06-07",91.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 91,00] <-- 4300 Erlöse 7% USt. [EUR 85,05], 3801 [EUR 5,95]","000020",375,"2019-11-16 20:09:36","2019-11-16 20:09:36",NULL
87,1,"2018-06-10",49.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 49,00] <-- 4300 Erlöse 7% USt. [EUR 45,79], 3801 [EUR 3,21]","000023",377,"2019-11-16 20:09:37","2019-11-16 20:09:37",NULL
88,1,"2018-06-13",100.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 100,00] <-- 4300 Erlöse 7% USt. [EUR 93,46], 3801 [EUR 6,54]","000027",378,"2019-11-16 20:09:37","2019-11-16 20:09:37",NULL
89,1,"2018-06-14",41.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 41,00] <-- 4300 Erlöse 7% USt. [EUR 38,32], 3801 [EUR 2,68]","000030",379,"2019-11-16 20:09:37","2019-11-16 20:09:37",NULL
90,1,"2018-06-15",58.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 58,00] <-- 4300 Erlöse 7% USt. [EUR 54,21], 3801 [EUR 3,79]","000033",380,"2019-11-16 20:09:37","2019-11-16 20:09:37",NULL
91,1,"2018-06-16",126.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 126,00] <-- 4300 Erlöse 7% USt. [EUR 117,76], 3801 [EUR 8,24]","000035",381,"2019-11-16 20:09:37","2019-11-16 20:09:37",NULL
92,1,"2018-06-17",114.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 114,00] <-- 4300 Erlöse 7% USt. [EUR 106,54], 3801 [EUR 7,46]","000038",382,"2019-11-16 20:09:37","2019-11-16 20:09:37",NULL
93,1,"2018-06-19",72.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 72,00] <-- 4300 Erlöse 7% USt. [EUR 67,29], 3801 [EUR 4,71]","000041",383,"2019-11-16 20:09:37","2019-11-16 20:09:37",NULL
94,1,"2018-06-20",73.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 73,00] <-- 4300 Erlöse 7% USt. [EUR 68,22], 3801 [EUR 4,78]","000044",384,"2019-11-16 20:09:37","2019-11-16 20:09:37",NULL
95,1,"2018-06-21",60.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 60,00] <-- 4300 Erlöse 7% USt. [EUR 56,07], 3801 [EUR 3,93]","000047",385,"2019-11-16 20:09:37","2019-11-16 20:09:37",NULL
96,1,"2018-06-22",76.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 76,00] <-- 4300 Erlöse 7% USt. [EUR 71,03], 3801 [EUR 4,97]","000050",386,"2019-11-16 20:09:37","2019-11-16 20:09:37",NULL
97,1,"2018-06-23",228.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 228,00] <-- 4300 Erlöse 7% USt. [EUR 213,08], 3801 [EUR 14,92]","000053",387,"2019-11-16 20:09:37","2019-11-16 20:09:37",NULL
98,1,"2018-06-24",112.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 112,00] <-- 4300 Erlöse 7% USt. [EUR 104,67], 3801 [EUR 7,33]","000057",388,"2019-11-16 20:09:37","2019-11-16 20:09:37",NULL
99,1,"2018-06-25",108.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 108,00] <-- 4300 Erlöse 7% USt. [EUR 100,93], 3801 [EUR 7,07]","000061",389,"2019-11-16 20:09:37","2019-11-16 20:09:37",NULL
100,1,"2018-06-26",170.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 170,00] <-- 4300 Erlöse 7% USt. [EUR 158,88], 3801 [EUR 11,12]","000064",390,"2019-11-16 20:09:37","2019-11-16 20:09:37",NULL
101,1,"2018-06-27",101.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 101,00] <-- 4300 Erlöse 7% USt. [EUR 94,39], 3801 [EUR 6,61]","000068",391,"2019-11-16 20:09:37","2019-11-16 20:09:37",NULL
102,1,"2018-06-28",223.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 223,00] <-- 4300 Erlöse 7% USt. [EUR 208,41], 3801 [EUR 14,59]","000071",392,"2019-11-16 20:09:37","2019-11-16 20:09:37",NULL
103,1,"2018-06-29",111.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 111,00] <-- 4300 Erlöse 7% USt. [EUR 103,74], 3801 [EUR 7,26]","000074",393,"2019-11-16 20:09:37","2019-11-16 20:09:37",NULL
104,1,"2018-07-01",206.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 206,00] <-- 4300 Erlöse 7% USt. [EUR 192,52], 3801 [EUR 13,48]","000001",394,"2019-11-16 20:09:37","2019-11-16 20:09:37",NULL
105,1,"2018-07-02",137.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 137,00] <-- 4300 Erlöse 7% USt. [EUR 128,04], 3801 [EUR 8,96]","000004",395,"2019-11-16 20:09:37","2019-11-16 20:09:37",NULL
106,1,"2018-07-03",146.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 146,00] <-- 4300 Erlöse 7% USt. [EUR 136,45], 3801 [EUR 9,55]","000008",396,"2019-11-16 20:09:37","2019-11-16 20:09:37",NULL
107,1,"2018-07-04",125.00,8,1600,4300,"Taxischicht im Pflichtfahrgebiet","1600 Kasse  [EUR 125,00] <-- 4300 Erlöse 7% USt. [EUR 116,82], 3801 [EUR 8,18]","000011",397,"2019-11-16 20:09:37","2019-11-16 20:09:37",NULL
